"ensembl_gene_rec","gene_name","d0_rc","d6_rc"
"ENSG00000004961.14","HCCS",349,363
"ENSG00000004975.11","DVL2",1680,1840
"ENSG00000005001.9","PRSS22",669,1865
"ENSG00000005007.12","UPF1",3425,3621
"ENSG00000005020.12","SKAP2",1299,1385
"ENSG00000005022.5","SLC25A5",8048,7181
"ENSG00000005059.15","MCUB",331,317
"ENSG00000005075.15","POLR2J",825,749
"ENSG00000005100.12","DHX33",916,790
"ENSG00000005102.12","MEOX1",137,431
"ENSG00000005108.15","THSD7A",3,27
"ENSG00000005156.11","LIG3",1145,958
"ENSG00000005175.9","RPAP3",596,828
"ENSG00000005187.11","ACSM3",155,67
"ENSG00000005189.19","REXO5",101,83
"ENSG00000005194.14","CIAPIN1",754,514
"ENSG00000005206.16","SPPL2B",1126,694
"ENSG00000005238.19","FAM214B",214,307
"ENSG00000005243.9","COPZ2",77,34
"ENSG00000005249.12","PRKAR2B",628,1728
"ENSG00000005302.18","MSL3",724,458
"ENSG00000005339.14","CREBBP",4597,2845
"ENSG00000005379.16","TSPOAP1",1115,225
"ENSG00000005381.7","MPO",39,60
"ENSG00000005421.8","PON1",2,2
"ENSG00000005436.13","GCFC2",530,326
"ENSG00000005448.16","WDR54",320,125
"ENSG00000005469.11","CROT",278,138
"ENSG00000005471.17","ABCB4",2,2
"ENSG00000005483.20","KMT2E",2511,1931
"ENSG00000005486.16","RHBDD2",1742,1317
"ENSG00000005513.9","SOX8",1,6
"ENSG00000005700.14","IBTK",1139,1073
"ENSG00000005801.17","ZNF195",991,457
"ENSG00000005810.17","MYCBP2",1238,1004
"ENSG00000005812.10","FBXL3",855,584
"ENSG00000005844.17","ITGAL",43,53
"ENSG00000005882.11","PDK2",1025,485
"ENSG00000005884.17","ITGA3",14121,21835
"ENSG00000005889.15","ZFX",873,592
"ENSG00000005893.15","LAMP2",5262,4555
"ENSG00000005961.18","ITGA2B",92,157
"ENSG00000005981.12","ASB4",NA,2
"ENSG00000006007.11","GDE1",1405,1253
"ENSG00000006015.17","REX1BD",447,462
"ENSG00000006016.10","CRLF1",26,9
"ENSG00000006025.11","OSBPL7",408,459
"ENSG00000006042.11","TMEM98",517,234
"ENSG00000006047.12","YBX2",365,739
"ENSG00000006062.15","MAP3K14",422,275
"ENSG00000006071.13","ABCC8",NA,4
"ENSG00000006118.14","TMEM132A",1139,1195
"ENSG00000006125.17","AP2B1",3899,3971
"ENSG00000006128.11","TAC1",10,4
"ENSG00000006194.9","ZNF263",900,703
"ENSG00000006210.6","CX3CL1",926,2990
"ENSG00000006282.20","SPATA20",2153,1774
"ENSG00000006283.17","CACNA1G",10,31
"ENSG00000006327.13","TNFRSF12A",4301,2874
"ENSG00000006432.15","MAP3K9",1044,1221
"ENSG00000006451.7","RALA",1471,1885
"ENSG00000006453.13","BAIAP2L1",1192,1722
"ENSG00000006459.10","KDM7A",397,483
"ENSG00000006468.13","ETV1",1,NA
"ENSG00000006530.16","AGK",848,752
"ENSG00000006534.15","ALDH3B1",1139,481
"ENSG00000006555.10","TTC22",557,477
"ENSG00000006576.16","PHTF2",538,581
"ENSG00000006606.8","CCL26",3,6
"ENSG00000006607.13","FARP2",744,600
"ENSG00000006611.15","USH1C",32,100
"ENSG00000006625.17","GGCT",1476,1311
"ENSG00000006634.7","DBF4",286,501
"ENSG00000006638.11","TBXA2R",7,7
"ENSG00000006652.13","IFRD1",1666,1611
"ENSG00000006659.12","LGALS14",14,NA
"ENSG00000006695.10","COX10",625,395
"ENSG00000006704.10","GTF2IRD1",1204,1173
"ENSG00000006712.14","PAF1",2834,2786
"ENSG00000006715.15","VPS41",2120,1808
"ENSG00000006740.16","ARHGAP44",1024,458
"ENSG00000006744.18","ELAC2",1437,1394
"ENSG00000006747.14","SCIN",17,15
"ENSG00000006756.15","ARSD",857,463
"ENSG00000006757.11","PNPLA4",427,209
"ENSG00000006831.9","ADIPOR2",1774,2399
"ENSG00000006837.11","CDKL3",12,15
"ENSG00000007038.10","PRSS21",589,720
"ENSG00000007047.14","MARK4",504,782
"ENSG00000007062.11","PROM1",42,70
"ENSG00000007080.10","CCDC124",1829,1401
"ENSG00000007129.17","CEACAM21",2,NA
"ENSG00000007168.12","PAFAH1B1",3463,2848
"ENSG00000007171.17","NOS2",2,9
"ENSG00000007174.17","DNAH9",41,5
"ENSG00000007202.14","KIAA0100",4378,4010
"ENSG00000007216.14","SLC13A2",1,NA
"ENSG00000007237.18","GAS7",1249,963
"ENSG00000007255.10","TRAPPC6A",234,170
"ENSG00000007264.14","MATK",11,5
"ENSG00000007312.12","CD79B",14,13
"ENSG00000007314.12","SCN4A",39,81
"ENSG00000007341.18","ST7L",196,136
"ENSG00000007350.16","TKTL1",976,1382
"ENSG00000007372.22","PAX6",2,5
"ENSG00000007376.7","RPUSD1",920,620
"ENSG00000007384.15","RHBDF1",841,600
"ENSG00000007392.16","LUC7L",1401,953
"ENSG00000007402.11","CACNA2D2",67,101
"ENSG00000007516.13","BAIAP3",114,334
"ENSG00000007520.3","TSR3",1008,935
"ENSG00000007541.16","PIGQ",1241,971
"ENSG00000007545.15","CRAMP1",912,568
"ENSG00000007866.20","TEAD3",945,727
"ENSG00000007923.15","DNAJC11",1577,1297
"ENSG00000007933.12","FMO3",NA,4
"ENSG00000007944.14","MYLIP",787,285
"ENSG00000007968.6","E2F2",387,263
"ENSG00000008018.8","PSMB1",1778,1847
"ENSG00000008056.13","SYN1",35,120
"ENSG00000008083.13","JARID2",637,566
"ENSG00000008086.11","CDKL5",155,202
"ENSG00000008118.9","CAMK1G",1,1
"ENSG00000008128.22","CDK11A",470,332
"ENSG00000008130.15","NADK",1852,1412
"ENSG00000008226.19","DLEC1",39,16
"ENSG00000008256.15","CYTH3",1449,2159
"ENSG00000008277.14","ADAM22",3,4
"ENSG00000008282.8","SYPL1",2737,2110
"ENSG00000008283.15","CYB561",1945,1080
"ENSG00000008294.20","SPAG9",1550,1936
"ENSG00000008300.16","CELSR3",337,392
"ENSG00000008311.14","AASS",79,18
"ENSG00000008323.15","PLEKHG6",846,733
"ENSG00000008324.11","SS18L2",197,188
"ENSG00000008382.15","MPND",317,252
"ENSG00000008394.12","MGST1",243,633
"ENSG00000008405.11","CRY1",1186,781
"ENSG00000008441.16","NFIX",5857,3627
"ENSG00000008513.15","ST3GAL1",3072,2996
"ENSG00000008516.16","MMP25",41,27
"ENSG00000008517.16","IL32",552,323
"ENSG00000008710.19","PKD1",3197,2045
"ENSG00000008735.13","MAPK8IP2",1651,1837
"ENSG00000008838.19","MED24",1753,1126
"ENSG00000008853.16","RHOBTB2",1067,598
"ENSG00000008869.11","HEATR5B",678,727
"ENSG00000008952.16","SEC62",5699,4509
"ENSG00000008988.9","RPS20",17581,10768
"ENSG00000009307.15","CSDE1",10446,10197
"ENSG00000009335.17","UBE3C",3298,3362
"ENSG00000009413.15","REV3L",1109,728
"ENSG00000009694.13","TENM1",4,1
"ENSG00000009724.16","MASP2",4,NA
"ENSG00000009780.15","FAM76A",349,264
"ENSG00000009790.14","TRAF3IP3",11,6
"ENSG00000009830.11","POMT2",1420,822
"ENSG00000009844.15","VTA1",1348,1307
"ENSG00000009950.15","MLXIPL",1479,923
"ENSG00000009954.10","BAZ1B",3013,2785
"ENSG00000010017.12","RANBP9",983,1058
"ENSG00000010030.13","ETV7",63,29
"ENSG00000010072.15","SPRTN",355,333
"ENSG00000010165.19","METTL13",868,1005
"ENSG00000010219.13","DYRK4",300,229
"ENSG00000010244.18","ZNF207",5947,3463
"ENSG00000010256.10","UQCRC1",2180,2142
"ENSG00000010270.13","STARD3NL",780,690
"ENSG00000010278.13","CD9",12596,12861
"ENSG00000010282.14","HHATL",3,1
"ENSG00000010292.12","NCAPD2",3564,5214
"ENSG00000010295.19","IFFO1",36,25
"ENSG00000010310.8","GIPR",28,63
"ENSG00000010318.20","PHF7",57,75
"ENSG00000010319.6","SEMA3G",25,21
"ENSG00000010322.15","NISCH",2125,1330
"ENSG00000010327.10","STAB1",841,304
"ENSG00000010361.13","FUZ",518,296
"ENSG00000010379.15","SLC6A13",92,5
"ENSG00000010404.17","IDS",2099,1392
"ENSG00000010438.16","PRSS3",1,1
"ENSG00000010539.11","ZNF200",277,248
"ENSG00000010610.9","CD4",218,266
"ENSG00000010626.14","LRRC23",222,252
"ENSG00000010671.15","BTK",28,29
"ENSG00000010704.18","HFE",265,233
"ENSG00000010803.16","SCMH1",963,468
"ENSG00000010810.17","FYN",1411,658
"ENSG00000010818.9","HIVEP2",1433,890
"ENSG00000011007.12","ELOA",987,1244
"ENSG00000011009.10","LYPLA2",2853,1464
"ENSG00000011021.22","CLCN6",958,701
"ENSG00000011028.13","MRC2",1306,1079
"ENSG00000011052.21","NME1-NME2",38,76
"ENSG00000011083.8","SLC6A7",2,NA
"ENSG00000011105.13","TSPAN9",1742,1121
"ENSG00000011114.14","BTBD7",950,868
"ENSG00000011132.11","APBA3",316,309
"ENSG00000011143.16","MKS1",354,267
"ENSG00000011198.9","ABHD5",466,373
"ENSG00000011201.11","ANOS1",245,85
"ENSG00000011243.17","AKAP8L",5552,4376
"ENSG00000011258.15","MBTD1",843,581
"ENSG00000011260.13","UTP18",766,696
"ENSG00000011275.18","RNF216",1816,1163
"ENSG00000011295.15","TTC19",1023,777
"ENSG00000011304.19","PTBP1",6835,4895
"ENSG00000011332.19","DPF1",31,89
"ENSG00000011347.9","SYT7",293,284
"ENSG00000011376.10","LARS2",486,442
"ENSG00000011405.13","PIK3C2A",2278,2588
"ENSG00000011422.11","PLAUR",696,1067
"ENSG00000011426.10","ANLN",1595,2955
"ENSG00000011451.19","WIZ",2482,2001
"ENSG00000011454.16","RABGAP1",995,1310
"ENSG00000011465.16","DCN",40,4
"ENSG00000011478.11","QPCTL",262,438
"ENSG00000011485.14","PPP5C",1251,914
"ENSG00000011523.13","CEP68",714,555
"ENSG00000011566.14","MAP4K3",1077,715
"ENSG00000011590.13","ZBTB32",1,1
"ENSG00000011600.11","TYROBP",153,97
"ENSG00000011638.10","TMEM159",175,460
"ENSG00000011677.12","GABRA3",53,20
"ENSG00000012048.21","BRCA1",454,504
"ENSG00000012061.15","ERCC1",830,659
"ENSG00000012124.16","CD22",1234,598
"ENSG00000012171.19","SEMA3B",4224,1464
"ENSG00000012174.11","MBTPS2",337,322
"ENSG00000012211.12","PRICKLE3",418,443
"ENSG00000012223.12","LTF",10,5
"ENSG00000012232.8","EXTL3",1052,1684
"ENSG00000012504.14","NR1H4",4,NA
"ENSG00000012660.13","ELOVL5",1340,1844
"ENSG00000012779.10","ALOX5",941,654
"ENSG00000012822.15","CALCOCO1",3219,1216
"ENSG00000012963.14","UBR7",441,321
"ENSG00000012983.11","MAP4K5",1306,1098
"ENSG00000013016.15","EHD3",280,224
"ENSG00000013275.7","PSMC4",4737,4290
"ENSG00000013288.8","MAN2B2",1188,931
"ENSG00000013293.5","SLC7A14",6,5
"ENSG00000013297.11","CLDN11",313,272
"ENSG00000013306.15","SLC25A39",4357,4455
"ENSG00000013364.18","MVP",3843,3843
"ENSG00000013374.16","NUB1",1846,1912
"ENSG00000013375.15","PGM3",922,606
"ENSG00000013392.7","RWDD2A",158,102
"ENSG00000013441.15","CLK1",1275,1355
"ENSG00000013503.9","POLR3B",597,386
"ENSG00000013523.9","ANGEL1",1379,1095
"ENSG00000013561.17","RNF14",697,766
"ENSG00000013563.13","DNASE1L1",882,1019
"ENSG00000013573.16","DDX11",1172,919
"ENSG00000013583.9","HEBP1",629,953
"ENSG00000013588.8","GPRC5A",3068,8405
"ENSG00000013619.13","MAMLD1",255,170
"ENSG00000013725.14","CD6",15,46
"ENSG00000013810.18","TACC3",1281,2068
"ENSG00000014123.9","UFL1",770,553
"ENSG00000014138.8","POLA2",101,118
"ENSG00000014164.6","ZC3H3",675,550
"ENSG00000014216.15","CAPN1",7010,7268
"ENSG00000014257.15","ACPP",251,156
"ENSG00000014641.17","MDH1",2978,3392
"ENSG00000014824.13","SLC30A9",1109,874
"ENSG00000014914.20","MTMR11",433,591
"ENSG00000014919.12","COX15",881,937
"ENSG00000015133.18","CCDC88C",985,964
"ENSG00000015153.14","YAF2",369,460
"ENSG00000015171.19","ZMYND11",2299,1338
"ENSG00000015285.10","WAS",36,33
"ENSG00000015413.9","DPEP1",6,1
"ENSG00000015475.18","BID",520,544
"ENSG00000015479.18","MATR3",373,369
"ENSG00000015520.14","NPC1L1",23,35
"ENSG00000015532.9","XYLT2",726,1114
"ENSG00000015568.12","RGPD5",6,11
"ENSG00000015592.16","STMN4",1,3
"ENSG00000015676.17","NUDCD3",2727,2086
"ENSG00000016391.10","CHDH",263,244
"ENSG00000016402.13","IL20RA",188,178
"ENSG00000016864.18","GLT8D1",553,363
"ENSG00000017260.19","ATP2C1",6471,4996
"ENSG00000017427.16","IGF1",1270,13
"ENSG00000017483.14","SLC38A5",18,20
"ENSG00000017797.12","RALBP1",4449,4280
"ENSG00000018189.12","RUFY3",612,390
"ENSG00000018236.14","CNTN1",3,NA
"ENSG00000018280.16","SLC11A1",287,9
"ENSG00000018408.14","WWTR1",2186,2618
"ENSG00000018510.14","AGPS",1237,887
"ENSG00000018610.14","CXorf56",864,674
"ENSG00000018625.14","ATP1A2",112,25
"ENSG00000018699.12","TTC27",437,292
"ENSG00000018869.16","ZNF582",57,30
"ENSG00000019102.11","VSIG2",31,6
"ENSG00000019144.18","PHLDB1",1618,361
"ENSG00000019169.10","MARCO",500,195
"ENSG00000019186.9","CYP24A1",2,4
"ENSG00000019485.13","PRDM11",1031,332
"ENSG00000019505.7","SYT13",637,917
"ENSG00000019549.11","SNAI2",3,15
"ENSG00000019582.14","CD74",18948,6056
"ENSG00000019991.16","HGF",3,2
"ENSG00000019995.6","ZRANB1",2166,2117
"ENSG00000020129.15","NCDN",1132,801
"ENSG00000020181.17","ADGRA2",116,34
"ENSG00000020219.9","CCT8L1P",1,NA
"ENSG00000020256.19","ZFP64",627,922
"ENSG00000020426.10","MNAT1",438,521
"ENSG00000020577.13","SAMD4A",1259,830
"ENSG00000020633.18","RUNX3",63,332
"ENSG00000020922.12","MRE11",904,588
"ENSG00000021300.13","PLEKHB1",726,467
"ENSG00000021355.12","SERPINB1",3652,14692
"ENSG00000021461.16","CYP3A43",NA,2
"ENSG00000021488.12","SLC7A9",84,20
"ENSG00000021574.12","SPAST",628,601
"ENSG00000021645.18","NRXN3",84,7
"ENSG00000021762.19","OSBPL5",310,209
"ENSG00000021776.10","AQR",980,826
"ENSG00000021826.15","CPS1",15,9
"ENSG00000022267.16","FHL1",1076,1617
"ENSG00000022277.12","RTF2",2999,2575
"ENSG00000022556.15","NLRP2",4985,5054
"ENSG00000022567.9","SLC45A4",1748,1266
"ENSG00000022840.15","RNF10",5008,4755
"ENSG00000022976.15","ZNF839",412,432
"ENSG00000023041.11","ZDHHC6",978,755
"ENSG00000023171.17","GRAMD1B",69,65
"ENSG00000023191.16","RNH1",2512,2128
"ENSG00000023228.13","NDUFS1",2105,2127
"ENSG00000023287.12","RB1CC1",1774,1621
"ENSG00000023318.7","ERP44",1729,1050
"ENSG00000023330.14","ALAS1",786,2095
"ENSG00000023445.13","BIRC3",180,719
"ENSG00000023516.8","AKAP11",995,886
"ENSG00000023572.9","GLRX2",182,125
"ENSG00000023608.4","SNAPC1",273,476
"ENSG00000023697.12","DERA",659,530
"ENSG00000023734.10","STRAP",3862,4344
"ENSG00000023839.11","ABCC2",11,14
"ENSG00000023892.10","DEF6",225,287
"ENSG00000023902.13","PLEKHO1",452,431
"ENSG00000023909.9","GCLM",576,1667
"ENSG00000024048.10","UBR2",1499,1143
"ENSG00000024422.11","EHD2",1091,1352
"ENSG00000024526.16","DEPDC1",366,858
"ENSG00000024862.17","CCDC28A",168,201
"ENSG00000025039.14","RRAGD",1752,1578
"ENSG00000025156.12","HSF2",247,251
"ENSG00000025293.16","PHF20",951,1252
"ENSG00000025423.11","HSD17B6",13,33
"ENSG00000025434.18","NR1H3",242,310
"ENSG00000025708.13","TYMP",1116,714
"ENSG00000025770.18","NCAPH2",1176,714
"ENSG00000025772.7","TOMM34",1222,1174
"ENSG00000025796.13","SEC63",2446,1890
"ENSG00000025800.13","KPNA6",3118,4094
"ENSG00000026025.15","VIM",15200,22518
"ENSG00000026036.22","RTEL1-TNFRSF6B",280,240
"ENSG00000026103.21","FAS",1099,1514
"ENSG00000026297.15","RNASET2",1183,763
"ENSG00000026508.18","CD44",726,2873
"ENSG00000026559.13","KCNG1",468,501
"ENSG00000026652.13","AGPAT4",321,200
"ENSG00000026751.16","SLAMF7",7,63
"ENSG00000026950.16","BTN3A1",875,770
"ENSG00000027001.9","MIPEP",323,283
"ENSG00000027075.14","PRKCH",102,350
"ENSG00000027644.4","INSRR",1,NA
"ENSG00000027697.14","IFNGR1",911,858
"ENSG00000027847.13","B4GALT7",690,510
"ENSG00000027869.11","SH2D2A",71,93
"ENSG00000028116.17","VRK2",459,402
"ENSG00000028137.18","TNFRSF1B",380,459
"ENSG00000028203.17","VEZT",2249,1814
"ENSG00000028277.21","POU2F2",39,46
"ENSG00000028310.17","BRD9",1773,1064
"ENSG00000028528.14","SNX1",3017,1960
"ENSG00000028839.9","TBPL1",397,353
"ENSG00000029153.14","ARNTL2",162,668
"ENSG00000029363.16","BCLAF1",2643,1653
"ENSG00000029364.11","SLC39A9",1608,1863
"ENSG00000029534.20","ANK1",44,28
"ENSG00000029559.6","IBSP",12,7
"ENSG00000029639.10","TFB1M",124,200
"ENSG00000029725.16","RABEP1",1305,1271
"ENSG00000029993.14","HMGB3",2176,1826
"ENSG00000030066.13","NUP160",878,722
"ENSG00000030110.12","BAK1",1256,1300
"ENSG00000030419.16","IKZF2",284,255
"ENSG00000030582.17","GRN",9149,8349
"ENSG00000031003.10","FAM13B",1344,540
"ENSG00000031081.10","ARHGAP31",57,60
"ENSG00000031691.6","CENPQ",129,155
"ENSG00000031698.12","SARS",3509,3122
"ENSG00000031823.14","RANBP3",707,608
"ENSG00000032219.18","ARID4A",544,674
"ENSG00000032389.12","EIPR1",678,635
"ENSG00000032444.16","PNPLA6",2439,2436
"ENSG00000032742.17","IFT88",598,266
"ENSG00000033011.12","ALG1",617,425
"ENSG00000033030.13","ZCCHC8",1003,772
"ENSG00000033050.8","ABCF2",868,650
"ENSG00000033100.16","CHPF2",1897,1093
"ENSG00000033170.16","FUT8",791,1102
"ENSG00000033178.12","UBA6",808,1016
"ENSG00000033327.12","GAB2",2058,1011
"ENSG00000033627.16","ATP6V0A1",1547,1197
"ENSG00000033800.13","PIAS1",938,838
"ENSG00000033867.16","SLC4A7",274,511
"ENSG00000034053.14","APBA2",308,357
"ENSG00000034152.18","MAP2K3",1521,1491
"ENSG00000034510.5","TMSB10",15658,23431
"ENSG00000034533.11","ASTE1",401,256
"ENSG00000034677.12","RNF19A",1813,1189
"ENSG00000034693.14","PEX3",285,297
"ENSG00000034713.7","GABARAPL2",998,846
"ENSG00000034971.16","MYOC",NA,2
"ENSG00000035115.21","SH3YL1",1390,1466
"ENSG00000035141.7","FAM136A",1486,1302
"ENSG00000035403.17","VCL",8776,10159
"ENSG00000035499.12","DEPDC1B",531,933
"ENSG00000035664.11","DAPK2",187,154
"ENSG00000035681.8","NSMAF",582,365
"ENSG00000035687.9","ADSS",1481,1029
"ENSG00000035720.7","STAP1",NA,3
"ENSG00000035862.12","TIMP2",3731,5125
"ENSG00000035928.15","RFC1",951,1180
"ENSG00000036054.12","TBC1D23",1746,1566
"ENSG00000036257.12","CUL3",1768,1476
"ENSG00000036448.9","MYOM2",6,NA
"ENSG00000036530.8","CYP46A1",62,33
"ENSG00000036549.12","AC118549.1",909,748
"ENSG00000036672.15","USP2",340,79
"ENSG00000037042.8","TUBG2",426,662
"ENSG00000037241.7","RPL26L1",551,544
"ENSG00000037280.15","FLT4",31,30
"ENSG00000037474.14","NSUN2",2849,2265
"ENSG00000037637.10","FBXO42",735,617
"ENSG00000037749.12","MFAP3",347,297
"ENSG00000037757.13","MRI1",1184,1273
"ENSG00000037897.16","METTL1",409,259
"ENSG00000037965.5","HOXC8",12,7
"ENSG00000038002.8","AGA",129,56
"ENSG00000038210.12","PI4K2B",206,233
"ENSG00000038219.12","BOD1L1",797,754
"ENSG00000038274.16","MAT2B",1684,1240
"ENSG00000038358.14","EDC4",1033,830
"ENSG00000038382.19","TRIO",5400,4647
"ENSG00000038427.15","VCAN",230,31
"ENSG00000038532.15","CLEC16A",1840,836
"ENSG00000038945.14","MSR1",217,89
"ENSG00000039068.18","CDH1",5361,4732
"ENSG00000039123.15","MTREX",1096,1257
"ENSG00000039139.9","DNAH5",70,52
"ENSG00000039319.16","ZFYVE16",593,634
"ENSG00000039523.19","RIPOR1",967,1495
"ENSG00000039560.13","RAI14",2835,3958
"ENSG00000039600.10","SOX30",6,3
"ENSG00000039650.11","PNKP",808,650
"ENSG00000039987.6","BEST2",3,4
"ENSG00000040199.18","PHLPP2",375,255
"ENSG00000040275.16","SPDL1",671,641
"ENSG00000040341.17","STAU2",784,900
"ENSG00000040487.12","PQLC2",510,367
"ENSG00000040531.14","CTNS",354,216
"ENSG00000040608.13","RTN4R",366,420
"ENSG00000040633.12","PHF23",953,982
"ENSG00000040933.15","INPP4A",1168,1069
"ENSG00000041353.9","RAB27B",48,186
"ENSG00000041357.15","PSMA4",2695,3195
"ENSG00000041515.15","MYO16",34,60
"ENSG00000041802.10","LSG1",3337,2850
"ENSG00000041880.14","PARP3",496,424
"ENSG00000041982.15","TNC",725,2208
"ENSG00000041988.15","THAP3",159,214
"ENSG00000042062.11","RIPOR3",140,318
"ENSG00000042088.13","TDP1",327,286
"ENSG00000042286.14","AIFM2",987,901
"ENSG00000042304.11","C2orf83",NA,1
"ENSG00000042317.16","SPATA7",150,123
"ENSG00000042429.11","MED17",188,120
"ENSG00000042445.13","RETSAT",902,1290
"ENSG00000042493.15","CAPG",2908,3456
"ENSG00000042753.11","AP2S1",703,801
"ENSG00000042781.12","USH2A",42,2
"ENSG00000042813.7","ZPBP",1,NA
"ENSG00000042832.11","TG",49,8
"ENSG00000042980.12","ADAM28",50,20
"ENSG00000043039.6","BARX2",245,199
"ENSG00000043093.13","DCUN1D1",2319,2632
"ENSG00000043143.20","JADE2",1646,2291
"ENSG00000043355.11","ZIC2",NA,3
"ENSG00000043462.11","LCP2",46,32
"ENSG00000043514.16","TRIT1",1034,747
"ENSG00000043591.5","ADRB1",4,9
"ENSG00000044090.8","CUL7",2079,1414
"ENSG00000044115.20","CTNNA1",8917,10263
"ENSG00000044446.11","PHKA2",863,400
"ENSG00000044459.14","CNTLN",241,133
"ENSG00000044574.7","HSPA5",35409,16346
"ENSG00000046604.12","DSG2",13278,13266
"ENSG00000046647.13","GEMIN8",134,94
"ENSG00000046651.14","OFD1",1586,659
"ENSG00000046653.14","GPM6B",314,215
"ENSG00000046774.9","MAGEC2",21,17
"ENSG00000046889.18","PREX2",251,118
"ENSG00000047056.15","WDR37",915,881
"ENSG00000047188.15","YTHDC2",933,599
"ENSG00000047230.14","CTPS2",697,646
"ENSG00000047249.17","ATP6V1H",824,890
"ENSG00000047315.15","POLR2B",2181,2188
"ENSG00000047346.12","FAM214A",459,292
"ENSG00000047365.11","ARAP2",156,210
"ENSG00000047410.13","TPR",5148,4216
"ENSG00000047457.13","CP",16670,5629
"ENSG00000047578.12","KIAA0556",925,645
"ENSG00000047579.19","DTNBP1",299,220
"ENSG00000047597.6","XK",97,73
"ENSG00000047617.14","ANO2",144,15
"ENSG00000047621.11","C12orf4",518,394
"ENSG00000047634.14","SCML1",176,212
"ENSG00000047644.18","WWC3",608,397
"ENSG00000047648.21","ARHGAP6",399,48
"ENSG00000047662.4","FAM184B",8,3
"ENSG00000047849.21","MAP4",4681,4555
"ENSG00000047932.13","GOPC",821,600
"ENSG00000048028.11","USP28",332,475
"ENSG00000048052.21","HDAC9",1849,3779
"ENSG00000048140.17","TSPAN17",1883,1922
"ENSG00000048162.20","NOP16",635,554
"ENSG00000048342.15","CC2D2A",181,52
"ENSG00000048392.11","RRM2B",539,495
"ENSG00000048405.9","ZNF800",630,378
"ENSG00000048462.10","TNFRSF17",1,NA
"ENSG00000048471.13","SNX29",461,296
"ENSG00000048540.14","LMO3",3,NA
"ENSG00000048544.5","MRPS10",896,1145
"ENSG00000048649.13","RSF1",1037,1181
"ENSG00000048707.15","VPS13D",1380,1486
"ENSG00000048740.18","CELF2",78,19
"ENSG00000048828.16","FAM120A",3040,2695
"ENSG00000048991.16","R3HDM1",1250,1106
"ENSG00000049089.14","COL9A2",1363,353
"ENSG00000049130.15","KITLG",30,69
"ENSG00000049167.14","ERCC8",126,119
